text,intent
No se activo el plan de 21 dias que viene en los nuevos planes,KGB_USARCELUFUERACHILE
Hola hice una recarga desde la pag y no me ha llegado la recarga el numero esta bien y todo,KGB_RECARGAONLINE
Que dia activan los datos,REINICIO_PLAN
quiero agendar la instalacion del plan que contrate,HANDOVER_SOLICITUDES
quiero agendar la instalacion del plan que contrate,HANDOVER_SOLICITUDES
aypudame con la clave por favor,KGB_CAMBIARCLAVESVAPPMOVI
Buenas ayer me porte a movistar y aun no me dan el servicio,KGB_ACTMOVPLAY
Hola necesito saber como cambiar la direccion de la boleta,KGB_CAMBIADATOSPERSONALESSV
hola buenas tardes me intereza saber por que cobro de boleta emitida es tan elevada siendo que hace poco tome plan suma bordea los 46 mil pesos son dos lineas,DEUDA_FIJO_MOVIL
hola buenas tardes necesito cambiar mi clave de wifi,KGB_CAMBIARCLAVEROUTERWIFI
Hola quiero confirmar que mi Olan movistar INE tiene seguro incluido,KGB_APLICOSEGUROACCIDENTE
necesito ingresar a la sucursal virtual,KGB_CAMBIADATOSPERSONALESSV
Buenas tardes quiero saber cuando me activan los minutos ya que pague la factura hace 12 dias,CONSUMO_MINUTOS_MOVIL
tengo un modem muy antiguo,HANDOVER_SOLICITUDES
sabe que estaba ingresando ala sucursal virtual para poner el numero y me dice que no puedo,KGB_SUCURSALVIRTUAL
no me reconoce como titular,HANDOVER_SOLICITUDES
hoy lo quiero bajar a mi computador,HANDOVER_SOLICITUDES
Consumo 992283637,KGB_BLOQUEOSELECTPLANESFIJO
necesito cancelar,DEUDA_FIJO_MOVIL
necesito cancelar,DEUDA_FIJO_MOVIL
hola acabo de pagar el celular 959087600 no me figura pagado pero si en la cuenta corriente son 20 490,KGB_QUIEROPAGAR
si tengo un plan puedo traspasarlo a otra persona,KGB_CAMBIARLINEA
quiero saber cual es mi plan,KGB_SOLCAMBIPLAN
Hola quiero cancelar mi deuda de mi plan y al mismo tiempo dar de baja el servicio del mismo hasta nuevo aviso,HANDOVER_BAJA
Si ayer mande a cancelar mi boleta y salio 0,DEUDA_FIJO_MOVIL
Hola necesito comunicarme con movistar,HANDOVER_SOLICITUDES
cual es el numero de atencion al cliente,HANDOVER_SOLICITUDES
vhgiugdfhvchgeqiuyfhsd,HANDOVER_BAJA
mi suegro se quedo sin internet y tiene plan,VENTAS_C2C
hola buenas tardes movistar play puedo acceder desde otro pais por ejemplo europa,KGB_VERPELIMOVIPLAYGOOGLE
Necesito saber como puedo ver una copia de la boleta en la sucursal virtual,KGB_QUIEROPAGAR
Buenas tardes porque recibi una llamada de Movistar diciendo que tengo una deuda cuando el dia de ayer pague mi servicio de plan a mi telefono movil,DEUDA_FIJO_MOVIL
Necesito desbloquear mi imei,HANDOVER_SOLICITUDES
Necesito pagar mi cuenta,DEUDA_FIJO_MOVIL
Hola ayer contrate un plan con Movistar,HANDOVER_SOLICITUDES
necesito saber si puedo instalar internet hogar en mi casa,VENTAS_C2C
Hola Yo pague mis cuentas de Movistar y aun no me renuevan el servicio,KGB_COBROREPOSERVICIO
Me cortaron el internet de casa y lo trngo pagado,REINICIO_PLAN
Me cortarob el internet ctmre,HANDOVER_SOLICITUDES
No tengo internet,KGB_FUNCWIFIMOVIL
Asistencia fibra hogar,HANDOVER_SOLICITUDES
El servicio de fibra optica no funciona,HANDOVER_SOLICITUDES
Pague el plan ayer y aun no tengo el servicio,KGB_USARCELUFUERACHILE
Solicito informacion de por que me salio mas cobro en mi cuenta 224007683 cuando mi plan de Internet es fijo de 20 990,DEUDA_FIJO_MOVIL
hola soy cliente linea movil 53581501,HANDOVER_SOLICITUDES
Hola Soy Maria Ines Adriazola y tengo contratado con ustedes el cable para television mi rut es 9 168 766 6 y quiero dar de baja el servicio lo hice por telefono y me dicen que no puedo,HANDOVER_BAJA
Hola quiero saber mi ultima boleta rut 26 172 851 6,KGB_QUIEROPAGAR
No puedo crear una cuenta en oficina virtual por el rut,KGB_REGISTRARSV
Cual es el numero telefonico,KGB_CONOCERNUMEROASOCSERV
sabes que tengo 2 planes asignados,HANDOVER_SOLICITUDES
Hola renove mi plan como puedo obtener el equipo que solicite con el plan,REINICIO_PLAN
cuando obtendre el equipo que solicite,KGB_RECAMBIOEQUIPOMIVIONE
Quiero cancelar una plan,HANDOVER_BAJA
Quiero cancelar un plan de wifi,HANDOVER_BAJA
Hola quisiera se saber en que esta mi solicitud 126160790A,KGB_REVPORTAPREPAGO
Numero de Area de comercio,HANDOVER_SOLICITUDES
Quiero saber porque no tengo minutos para llamar,HANDOVER_SOLICITUDES
necesito hablar por telefono con soporte me da el numero de telefono,KGB_MARCARDENTRODECHILE
Hola quiero saber como cambio el mail donde me llega la factura,KGB_CAMBIADATOSPERSONALESSV
hola quisiera ver mi boeta de pago,COPIA_BOLETA_FIJO_MOVIL
Hola pague la cuenta de mi Internet Movil y aun no puedo conectarme,KGB_FUNCWIFIMOVIL
Estoy en Italia y necesito activar roaming,KGB_CONTRROAMINGAPPMOVI
NO FUNCIONA TELEFONO,HANDOVER_SOLICITUDES
NO FUNCIONA TELEFONO,HANDOVER_SOLICITUDES
FALLA LINEA TEFONO FIJO,HANDOVER_SOLICITUDES
Fallo el servicio telefonico del numero 223250513,HANDOVER_SOLICITUDES
hola me llego un modem a mi domicilio sin embargo no me han llamado para instalarlo,HANDOVER_SOLICITUDES
MI LINEA TELEFONICA NO FUNCIONA,HANDOVER_SOLICITUDES
hola me llego un modem a mi domicilio sin embargo no me han llamado para instalarlo,HANDOVER_SOLICITUDES
hola tengo fibra optica,HANDOVER_SOLICITUDES
no funciona el telefono,HANDOVER_SOLICITUDES
Quisiera saber,HANDOVER_SOLICITUDES
Necesito afiliar mis otros numero de celular e la Sucursal virtual,KGB_REGISTRARSV
hola hace varios dias di de baja el servicio de tv y telefonia hogar,HANDOVER_BAJA
asistencia tecnica de telefonia fija,HANDOVER_SOLICITUDES
No me cae la llamada por no tener saldo suficiente,CONSUMO_MINUTOS_MOVIL
Ya pague mi deida cuanto se demoran en volver a darme el servicio,DEUDA_FIJO_MOVIL
hola estoy sin telefono fijo y no se adonde se llama,KGB_MARCARDENTRODECHILE
donde puedo informar de una linea fija con problemas,HANDOVER_SOLICITUDES
Desde hace varios meses hice un reclamo y me dijeron en la oficina que me fue acogido pero sigo recibiendo en mi correo cobros de esa cuenta Es internet fijo Este el mensaje que recibo La cuenta,KGB_MARCARDENTRODECHILE
Quisiera informacion acerca de mi plan,REINICIO_PLAN
hola mi telefono 225260578 fijo no recibe ni podemos hacer llamados esta muerto desde ayer gracias he llamado al servicio tecnico y no me solucionan el problema,KGB_REVISARREPARACIONEQUIPO
dame el numero de servicio tecnico para fijo necesito que vengan a repararlo esta sin funcionar desde ayer,KGB_REVISARREPARACIONEQUIPO
Como puedo cambiar las fechas de pago de mi plan,KGB_SOLCAMBIPLAN
Donde llamar si mi fono fijo no funciona y mi celular es d otra compañia,KGB_MARCARDENTRODECHILE
quiero el servicio tecnico tengo el telefono fijo sin tono,HANDOVER_SOLICITUDES
sucursal virtual,KGB_CAMBIADATOSPERSONALESSV
Cortaron el cable del telefono fijo en la casa,KGB_MARCARDENTRODECHILE
Pero quiero saber como instalar la app de movistar play en la tv,KGB_QUEESMOVISTARPLAY
El servicio telefonico no funciona,HANDOVER_SOLICITUDES
hola tengo un problema con mi red fija recien contratada,HANDOVER_SOLICITUDES
quiero ver que pago en mi boleta,KGB_SECCIONESBOLETAMOVIL
Cual es el numero para llamar,HANDOVER_SOLICITUDES
necesito reportar un problema tecnico con el telefono fijo A que telefono tengo que llamar,HANDOVER_SOLICITUDES
El telefono fijo esta con fallas,KGB_TELEFONIAINALAMOVI
hola me llamaron y me dijeron que pagara 13600 pesos y me harian 50 de descuento en mi cuenta atrasada movil,DEUDA_FIJO_MOVIL
Hola Estoy sin linea fija suena ocupado y no puedo comunicarme con ejecutivos llamando al numero 6006003000 107 103 etc,KGB_MARCARDENTRODECHILE
fui clientede movistar,HANDOVER_SOLICITUDES
necesito contratar internet hogar,HANDOVER_SOLICITUDES
necesito contratar internet hogar,HANDOVER_SOLICITUDES
necesito contratar internet hogar,HANDOVER_SOLICITUDES
necesito contratar internet hogar,HANDOVER_SOLICITUDES
Realice una recarga,HANDOVER_SOLICITUDES
Necesito un numero de telefono para comunicarme con movistar,KGB_CONOCERNUMEROASOCSERV
Hola buenas queria hacer una consulta,HANDOVER_SOLICITUDES
Buen dia una consulta yo tenia mi servicio suspendido respecto al movil hoy lo pague quisiera saber en que momento lo reponen mi numero es 996584146,REINICIO_PLAN
ayer bloquie mi telefono y sim porque pense que me habian rbado el telefono,KGB_CICLOS
hola quisiera darle de baja a un servicio fijo me dijeron que por internet lo podia hacer con el pasaporte porque tengo el carnet vencido,KGB_CONTDESASERVSV
Necesito plazo hasta el dia lunes para pagar,KGB_PRORROGA
Hola una consulta quiero renovar mi celular,VENTAS_C2C
hola necesito saber como cambio mi internet de hogar de una direccion a otra,VENTAS_C2C
Buenas tardes soy cliente de internet hogar tengo cancelado y de ayer me llegan sms al correo y esta cancelado des una caja vecina,DEUDA_FIJO_MOVIL
Hola para saber el stock de telefonos e alguna sucursal especifica como lo hago,KGB_MARCARDENTRODECHILE
Se me fue el internet,HANDOVER_SOLICITUDES
Hola Quedaron de enviar un tecnico a domicilio para arreglar el Internet ayer y no llego,KGB_REVISARREPARACIONEQUIPO
como desbloquear mi numero,HANDOVER_SOLICITUDES
como desbloquear mi numero,HANDOVER_SOLICITUDES
como desbloquear mi numero,HANDOVER_SOLICITUDES
como desbloquear mi numero,HANDOVER_SOLICITUDES
Hola A que numero puedo llamar para un servicio tecnico Mi señal se cae cada vez que hay mucho viento Los cables de fibra optica estan flojos al parecer Necesito contactar a alguien que pueda el,KGB_MARCARDENTRODECHILE
No tengo internet,HANDOVER_SOLICITUDES
No tengo internet hogar,HANDOVER_SOLICITUDES
porque me dicen que no tengo saldo si ya pague,KGB_SINSALDOCELUPREPAGO
como puede descontratar movistar play full,KGB_MODPASSMOVPLAY
Hola quise pagar mi plan por internet y no puedo,KGB_QUIEROPAGAR
Necesito arreglar la clave de mi wifi,KGB_CAMBIARCLAVEROUTERWIFI
portar prepago movistar,KGB_MOVIL
Pin parental,HANDOVER_SOLICITUDES
Contrate roaming y aun no puedo usalo estoy en Estados Unidos,HANDOVER_SOLICITUDES
Contrate roaming y aun no puedo usalo estoy en Estados Unidos,HANDOVER_SOLICITUDES
hola mi chip presenta problemas,KGB_CELULARFALLANDO
quisiera saber el estado de una solicitud,KGB_REVPORTAPREPAGO
Hola tengo Movistar en mi hogar,HANDOVER_SOLICITUDES
Hola como puedo pagar una deuda q tengo co usted,DEUDA_FIJO_MOVIL
Renovacion de equipo,KGB_RECAMBIOEQUIPOMIVIONE
Kiero saber si me pueden reiniciar el router portatil para q sea su misma clave,KGB_CAMBIARCLAVEROUTERWIFI
Hola quero mi clave para movistar y dar baja y es primera vez que ingreso a la paguina,HANDOVER_BAJA
Necesito la clave virtual,KGB_CAMBIARCLAVESVAPPMOVI
Necesito mi numero de hogar para pagar la boleta,COPIA_BOLETA_FIJO_MOVIL
Contrate un plan por internet que me llego ayer pero hoy al momento de colocar el chip no pasa nada,HANDOVER_SOLICITUDES
Necesito activar el chip con el plan,KGB_ACTIVARPREPAGO
el numero asociado al servicio fijo que quieres pagar,KGB_MARCARDENTRODECHILE
Me gustaria contratar cdf hd,HANDOVER_SOLICITUDES
tengo una red internet movil instalada en un router RT 880 y no puedo acceder,KGB_CONECTAWIFIMOVIL
Cuales son los numeros de atencion a clientes hogar,HANDOVER_SOLICITUDES
Cuales son los numeros de atencion a clientes hogar,HANDOVER_SOLICITUDES
hola mi telefono se ha quedado bloqueado desde hace casi una hora,KGB_CELULARFALLANDO
acceder a la red movistar,HANDOVER_SOLICITUDES
un ejecutivo desde el extranjero,HANDOVER_SOLICITUDES
No hay internet,HANDOVER_SOLICITUDES
ME ROBARON EL CELULAR Y NECESITO BLOQUEAR LA LINEA,KGB_APLICOSERMOVI
ME ROBARON EL CELULAR Y NECESITO BLOQUEAR LA LINEA,KGB_BLOQUEOSELECTPLANESFIJO
ME ROBARON EL CELULAR Y NECESITO BLOQUEAR LA LINEA,KGB_APLICOSERMOVI
ME ROBARON EL CELULAR Y NECESITO BLOQUEAR LA LINEA,KGB_BLOQUEOSELECTPLANESFIJO
Hola tengo un chip de un celular que acabo de comprar pero no me funciona marcando 888,KGB_ACTIVARPREPAGO
No tengo clave de acceso a internet,KGB_MODPASSMOVPLAY
Internet satelital pagado sin señal,HANDOVER_SOLICITUDES
Cuando yo pago el plan y me dice que no tengo Mb para navegar eso que significa o cuanto tiempo debo esperar a que se activen denuevo los mb,KGB_CICLOS
Se me blokio la clave para ingresar a la aplicaciones de movistar,KGB_MOVIL
Como ver mis gigas,CONSUMO_DATOS_MOVIL
Olvide mi correo de Movistar play,KGB_VERPELIMOVIPLAYGOOGLE
reclamo,HANDOVER_SOLICITUDES
Reclamo,HANDOVER_SOLICITUDES
Pagar la boleta del mes,KGB_SECCIONESBOLETAMOVIL
Cancelar el monto repactado no toda la deuda,KGB_QUIEROPAGAR
hola no puedo acceder a mi sucursal virtual,KGB_CAMBIARCLAVESVAPPMOVI
quiero ver mis llamadas realizadas,KGB_DETALLE_PLANAPPMOVI
No recuerdo cual es mi numero de cliente de mi plan duo,KGB_CONOCERNUMEROASOCSERV
soy cliente de Claro pero me gustaria cambiar a movistar manteniendo mi numero,KGB_CAMBIONUMTELEFONO
Hola me dieron la opcion de pagar por unired una deuda pendiente descontando el 59 de la deuda si cancelo hasta mañana lunes ingreso a la pagina de unired y no me aparece deuda,KGB_QUIEROPAGAR
Estoy intentando comprar el iphone 8 liberado pero se cae la pagina webpay al pagar,KGB_COMPRAREQUIPOMOVICL
Como puedo saber mi numero de telefono,KGB_CONOCERNUMEROASOCSERV
Hola pague mi plan pendiente y aun no me activan el plan,KGB_CICLOS
como desbloquear mi celular,KGB_CELULARFALLANDO
ultimo cobro depues de la ultima recarga,COPIA_BOLETA_FIJO_MOVIL
necesito descontratar movistar play,KGB_VERPELIMOVIPLAYGOOGLE
necesito descontratar el servicio de movistar play,KGB_VERPELIMOVIPLAYGOOGLE
Hola me gustaria saber por que no tengo Internet si contrate un plan hace 2 dias,DETALLE_PLAN_FIJO_MOVIL
Hola mi telefono esta sin servicio,HANDOVER_SOLICITUDES
el chip lo puede comprar solo el titular,KGB_CAMBIARLINEA
Lo que pasa es que queria activar el movistar play light y sale que se puede solo para las personas que tengan movistar y mi pareja contrato el internet movistar en la casa y sale que no se puede,KGB_ACTMOVPLAY
Lo que pasa es que queria activar el movistar play light y sale que se puede solo para las personas que tengan movistar y mi pareja contrato el internet movistar en la casa y sale que no se puede,KGB_ACTMOVPLAY
Hice portabilidad con plan y equipo y estoy tratando de revisar el seguimiento de la entrega y me piden un numero de boleta pero la niña que me hizo todo no me entrego nada que puedo hacer,KGB_PORTABILIDADCOMPLETA
Hice portabilidad con plan y equipo y estoy tratando de revisar el seguimiento de la entrega y me piden un numero de boleta pero la niña que me hizo todo no me entrego nada que puedo hacer,KGB_PORTABILIDADCOMPLETA
se puede desblokear imei de un telefono pagando la deuda,KGB_MARCARDENTRODECHILE
pAGO UN SEGURO MENSUALMENTE Y MIS PROBLEMAS NO FUERON SOUCIONADOS,KGB_APLICOSEGUROACCIDENTE
Buenos dias si requiero dar de baja un telefono fijo debo ir a una oficina comercial,HANDOVER_BAJA
Necesito cambiar un plan Movistar a prepago,KGB_SOLCAMBIPLAN
quiero hablar con un ejecutivo comercial,KGB_MARCARDENTRODECHILE
quiero hablar con un ejecutivo comercial,KGB_MARCARDENTRODECHILE
envio de equipos a domicilio,HANDOVER_SOLICITUDES
Cuanto me queda por pagar de mi movil,DEUDA_FIJO_MOVIL
Quiero mi ultima boleta,KGB_SECCIONESBOLETAMOVIL
Me cortaron el servicio y esta pagado,HANDOVER_SOLICITUDES
quisiera saber si puedo cambiarme a un plan mas economico,KGB_SOLCAMBIPLAN
Buenos dias me gustaria saber por que al recargar mi teleno prepago se consume toda mi plata y al llamar para consultar por mi saldo me dicen que mantengo deuda con la compañia si este numero es prepa,CONSUMO_SALDO_PREPAGO
el modem de wifi se daño como podemos contactarnos con el servicio tecnico,KGB_REVISARREPARACIONEQUIPO
Necesito conocer cuantos GB de navegacion tengo con el plan que tengo con ustedes,CONSUMO_DATOS_FIJO
contactar con ejecutivo,HANDOVER_BAJA
Bueos dias Necesito saber si puedo obtener un listado de las llamadas que se hicieron desde mi celular el mes de Abril del 2018 Muchas gracias,KGB_DETALLE_PLANAPPMOVI
Hola buenas tardes Necesito pagar mi cuenta y no puedo desde el portal como lo puedo hacer,KGB_LUGARPAGOMOVI
No puedo pagar mi plan,DETALLE_PLAN_FIJO_MOVIL
Quiro saber como pagra,DEUDA_FIJO_MOVIL
pagar plan de celular,KGB_QUIEROPAGAR
acabo de pagar mi boleta me atrase y se suspendio el servicio Cuanto tarda la reposicion,KGB_QUIEROPAGAR
sabe hoy cancele mi plan a las 11 29 minutos y aun no me ha habilitado el servicio mi numero de celular es 88614834,KGB_CONOCERNUMEROASOCSERV
estoy registrada en movitar pero no puedo ingresar a la sucursal virtual teniendo mi clave no puedo,KGB_SUCURSALVIRTUAL
ayer me robaron el celular un Iphone,KGB_BLOQUEARCELIUPERDIROBO
El equipo esta bloqueado,HANDOVER_SOLICITUDES
Como puedo saber en que se gasto el dinero que acabo de recargar,KGB_DETALLERECARGASPREPAGO
Que numero puedo marcar desde mi movil que es claro,KGB_DETALLE_PLANAPPMOVI
Hola nesesito der de baja un servicio de internet en la casa porque no es lo que esperaba,HANDOVER_BAJA
Quiero saber donde esta mi producto,HANDOVER_SOLICITUDES
Hola quiero eliminar mi telefono y mi internet me puede ayudar por favor,HANDOVER_SOLICITUDES
quiero tener clave,HANDOVER_BAJA
tengo problema desde el dia 12 de septiembre con uinternet y servicio de telefonia,KGB_MARCARDENTRODECHILE
Comprar chip sin RUT,KGB_ACTIVARPREPAGO
no tengo clave y necesito tu ayuda,KGB_MODPASSMOVPLAY
Sabe ayer llame porque no tengo interneg ni telefono en mi hogar,KGB_DETALLE_PLANAPPMOVI
me pide clave de sucursal quiero ser termino de contrato,KGB_CANALTV
Hola como puedo hacer para activar sim y saber n de telefono,KGB_ACTIVARPREPAGO
Cuanto saldo tengo,CONSUMO_SALDO_PREPAGO
Cuanto saldo tengo,CONSUMO_SALDO_PREPAGO
Donde ingreso la foto de mi cedula de identidad para confirmar la baja de mis productos,HANDOVER_BAJA
Quiero terminar con los servicios,HANDOVER_SOLICITUDES
portabilidad,KGB_PORTABILIDADCOMPLETA
Hoy pague la cuenta y tengo las cuentas unidas y una aparece pagada y la otra con deuda,KGB_MARCARDENTRODECHILE
Hola buenas tardes compre 100 de internet por 7 dias y ahora me envian un aviso que he alcanzado el 100 de mi bolsa de datos,KGB_CAMBIARPASSWIFIRED
Hola tengo un problema con mi internet hogar,HANDOVER_SOLICITUDES
Necesito ingresar un reclamo,HANDOVER_SOLICITUDES
No tengo conexion a internet,KGB_FUNCWIFIMOVIL
buenas noches recien realice pago de mi cuenta internet y telefonia el banco me desconto el pago pero movistar dice transaccion fracasada,DEUDA_FIJO_MOVIL
Hoy recarga 6000 pesos,CONSULTA_SOS
Recarge 6000 pesos y no tengo saldo quiero pedir un extra saldo,KGB_DETALLERECARGASPREPAGO
Como pdo un extra saldo,CONSUMO_MINUTOS_MOVIL
no puedo activar mi chip,KGB_COMPRARCHIPMOVI
Hola mi chip ya no me funciona que puedo hacer,KGB_COMPRARCHIPMOVI
Necesito solucionar problema con modem,HANDOVER_SOLICITUDES
Por favor la razon de por que el servicio esta cortado mi rut 19 146 870 8 Macarena Figueroa Donoso6 870 8,KGB_MARCARDENTRODECHILE
me gustaria portarme y saber que equipos ofrecen,KGB_MOVIL
