text,intent
Como puede llamar de telefono entel a movistar,Ninguna
El chip lo instale y me indica que llame al 103 y al momento de llamar la llamada se finaliza,Ninguna
Instale mi chip y al momento de activar la llamada se finaliza,Ninguna
Si una pregunta hace 3 meses renuncie al seguro Movistar y aun me siguen cobrando el mismo seguro,Ninguna
Hola Estoy activando mi chip y al momento de llamar al 103 se finaliza la llamada enseguida no puedo activar como lo puedo hacer,Ninguna
necesito cerrar un plan de telefonia movil,Ninguna
Necesito informacion se activo una bolsa sos que no solicite,Ninguna
me estan cobrando un mes que ya pague,Ninguna
El valor de la boleta no me tiene conforme,Ninguna
hola tengo un problema con un deco no se donde consultar ya que llame y estan sobrepasados y me deriban de un lugr a otro por favor podria venir un tecnico a mi casa,Ninguna
llego un equipo corporativo,Ninguna
Solicite una potabilidad Por Televenta Y Hoy Me Llego El Chip,Ninguna
hola acabo de pagar mi celular 82809523 cuando volvera el servicio,Ninguna
estoy intentando comprar un telefono por el catalogo movistar cl,Ninguna
Tengo problema con el internet hogar,Ninguna
hola tengo un problema con mi equipo numero 963115790 3l cual presenta una deuda de 24500 lo fui a pagar y la chica me realizo fue una recarga no pago de plan como hago para solventarlo,Ninguna
hola recibi una boleta por un monto superior a mi plan No la pagare,Ninguna
Hola quiero saber cuanto debo de mi equipo,Ninguna
Quiero dar de baja los servicios hogar,Ninguna
Necesito la ultima boleta,Ninguna
Cuando me repondran el plan hoy pague a las 9 54 de la mañana,Ninguna
Mi numero es 989528829,Ninguna
deseo dar de baja el servicio,Ninguna
Hola bue as tardes no puedo registrarme en mi movistar,Ninguna
quisiera saber que sucursales tienen abiertas,Ninguna
Quiero ver mi boleta,Ninguna
no me fuinciona el wifii en el modem,Ninguna
Tengo dudas sobre mi boleta mensual de internet en mi hogar quiero saber el porque del aumento en mi boleta,Ninguna
tengo problemas con mi mkodem no conecta el weiffi,Ninguna
No me a llegado ninguna boleta de mi numero 946396688,Ninguna
por chat necesito que me ayuden,Ninguna
Hola Me llego un mensaje de cambio de plan y no se a que se refiere,Ninguna
Necesito que activen servicio de telefonia del rut 15 501 586 1,Ninguna
Quiero dar de baja,Ninguna
No tengo clave,Ninguna
quisiera la desactivacion de un plan de telefonia,Ninguna
Mi cel esta deshabilitado,Ninguna
Hola compre un celular por internet y necesito copia de la boleta para llevarlo a reparar Donde la puedo pedir,Ninguna
Mi numero esta desactivado,Ninguna
Numero,Ninguna
Si ya hice el pago como requieeo la reposicion,Ninguna
Hola tengo el equipo sin servicio el jueves pasado pague la deuda,Ninguna
Pague mi deuda estoy sin servicio sin señal,Ninguna
Me bloquearon el equipo x no pago,Ninguna
necesito cambiar mi equipo pero no soy la titular puedo presentar un poder simple del titular para realizar el tramite,Ninguna
mi pareja es titular de mi plan de celular en movistar,Ninguna
el titular no puede ir hacer el tramite pero puede hacerme un poder simple para que yo realice el cambio de equipo yo no quiero ser la titular es solo el cambio sin que vaya el eso quiero saber,Ninguna
es tan dificil de entender llame al numero q me diste y tampoco saben dar una respuesta q mal,Ninguna
tengo problemas para poder efectuar el pago de mi plan,Ninguna
hola es posible pedir una prorroga de pago,Ninguna
hoy pague mi cuenta de celular atrasada el pago si se vio reflejado en el banco y aun no me llega el servicio,Ninguna
me cortaron el servicio,Ninguna
portal de pagos movistar no funciona,Ninguna
quiero saber porque el portal de pagos no funciona,Ninguna
no tengo clave sucursal virtual,Ninguna
necesito un ejecutivo en el telefono no sirve la pagina ni las opciones del 105,Ninguna
Quisiera ver si me puede ayudar con con la renovacion de mi equipo,Ninguna
solo quiero saber porque la pagina de pago no funciona simple,Ninguna
me gustaria saber quien es el titular de mi numero de celular,Ninguna
como saber el nombre del titular de un numero,Ninguna
necesito saber mi numero para pagar servicio fijo,Ninguna
hola necesito pedir una prorroga,Ninguna
necesito una prorroga,Ninguna
tengo el servicio suspendido,Ninguna
Hola quisiera darme de baja,Ninguna
Necesito saber porque mi señal de los canales hd es mala derechamente no me salen los canales,Ninguna
Reposicion del servicio,Ninguna
Pagar cuenta,Ninguna
Whatsapp movistar,Ninguna
Hola El dia sabado en la madrugada recibi un mensaje via SMS a las 03 44 am en donde me indicaban cambio de beneficios por cambio de plan Siendo que Yo no he realizado ningun cambio de plan,Ninguna
Hola tengo una pregunta sobre un plan que contrate,Ninguna
Tengo problemas con mi internet hogar,Ninguna
Contrate un plan y aun no me ah llegado mi chip ah queveces numero puedo llamar para pedirlo,Ninguna
Quisiera saber como puedo pagar una boleta atrasada,Ninguna
Quiero pagar la boleta atrasada,Ninguna
Necesito solicitar una prorroga de pago,Ninguna
Pagar,Ninguna
Hola necesito con urgencia saber de mi requerimiento stgo 3924164,Ninguna
funcion intermitente del decodificador,Ninguna
Cliente empresa que no tiene servicios contratados con Movistar compro equipos a traves de la pagina outlet Movista solicito factura pero le enviaron boleta requiere hacer el cambio que debe hacer,Ninguna
tenemos un problema ya que contratamos una pelicula y esta la cobraron 4 veces mas,Ninguna
me llego una carta que la empresa esta en dicon por una deuda de 20990,Ninguna
Problemas con el router,Ninguna
Problemas con fibra optica iquique,Ninguna
Hola quisiera saber que sucedio con el pago realizado el 1 de noviembre de mi cuenta,Ninguna
en mi fatura,Ninguna
He realizado el pago de mi cuenta pero no aparece pagada la boleta como puedo solucionar este problema,Ninguna
y si puedo acceder a roaming,Ninguna
Necesito saber los movimientos de mi cuenta pero no soy el titular como puedo hacerlo,Ninguna
quisiera saber si ya puedo retirar mi equipo por sociedad,Ninguna
Estamos sin tv digital,Ninguna
Existe un telefono para resolver problemas con el pago de mi cuenta,Ninguna
No tenemos servicio de internet en iquique,Ninguna
quisiera saber por mi solicitud de conexion a internet,Ninguna
pague tarde mi servicio y aun no lo han reestablecido,Ninguna
Necesito alguna linea 600 para poder lkamar,Ninguna
Necesito una linea 600 tengo prob Con el Internet hogar,Ninguna
El costo de mi boleta,Ninguna
Cuando esta programada la revision tecnica del la red wifi,Ninguna
Me puede derivar a un ejecutivo,Ninguna
pague cuenta de celular 989661868 y ahora quiero pagar el otro celelar 994824812 y se me rechaza el problema es que se me vencio ya,Ninguna
quiero eliminar solicitud de nuevo numero celular,Ninguna
quiero desactivar el intenet hogar,Ninguna
Tengo un problema con la boleta,Ninguna
Me estan cobrando servicios adicionales que no he contratado,Ninguna
Yo tengo Internet hogar pero de la semana pasada que no funciona,Ninguna
Necesecito que activen mi recarga,Ninguna
Quiero activar mi plan,Ninguna
me gustaria saber en cuanto me queda en note 10 por portabilidad con movistar one,Ninguna
Hola sede anoche no tengo servicio en mi celular intente con poner y sacar modo avion pero no encuentra red Tengo al dia mi estado de cuenta,Ninguna
Quiero saber por que estoy pagando de mas en el plan de Movistar de internet,Ninguna
cambio de direccion,Ninguna
Hola tengo suspendido el servicio de mi telefono movil por falta de pago pero ya fue pagado el 31 de octubre,Ninguna
estoy sin linea desde el 31,Ninguna
Problemas con internet,Ninguna
necesito conocer el estado de cuenta al dia de hoy del numero 452532578,Ninguna
necesito saber por que tengo dos meses de cobranza si aun no me vence el segundo,Ninguna
necesito saber mi deuda de este numero al dia de hoy,Ninguna
necesito saber porque me estan cobrando dos meses seguidos,Ninguna
Mi problema es el siguiente mi amigo tiene wifi vtr me conecte con mi moto g7 power y si me cargaba netflix pinterest y twitter yo creia que era problema de mi cel por que no tenia android 10,Ninguna
me porte a otra ompañia y ustedes me estan cobrando el mes compelto cuando deberia ser un proporcional,Ninguna
aun no me hacen mi portabilidad,Ninguna
necesito revision de equipo,Ninguna
hoy pague una deuda atrasada en la mañana y aun no se repone els ervicio,Ninguna
hola buenas tardes quisiera un detalle de mis llamadas de los 3 ultimos meses,Ninguna
solicito reposicion del servicio,Ninguna
hola quiero saber deuda asociada a rut 77430080 5,Ninguna
Buenas tardes Pague mi cuenta hoy antes de las 8 a m y aun no me reponen el servicio,Ninguna
Problema con mi boleta de pago,Ninguna
Necesito saber cuando me reponen el servicio,Ninguna
Quisiera terminar el contrato de Internet por cambio de domicilio,Ninguna
Hola Hoy contrate un servicio de internet via telefonica y quedaron de venir a instalarlo hoy entre 14 y 16 horas Aun no han venido y queria saber que ocurre Gracias,Ninguna
Quiero saber cuando me reponen el servicio,Ninguna
en mi ultima boleta me subio mucho yo pague el mes anterior 44660 y ahora me sale 67104,Ninguna
He hecho una portabilidad y me siguen cobrando,Ninguna
Mi problema es el siguiente me conecte a un wifi vtr y si me cargo netflix Pinterest y twitter en mi moto g7 power y cuando me conecto en wifi movistar no me carga,Ninguna
Me cambie a wom y movistar sigue emitiendo boletas,Ninguna
Necesito activar un deco que estoy pagando pero no usando,Ninguna
QUISIERA DAR DE BAJA A MI TRIO HOGAR,Ninguna
necesito conectarme con una operadora para dar de baja un servicio por cobros excesivos,Ninguna
codigo de seguimiento,Ninguna
numero de seguimiento,Ninguna
Necesito activar la tarjet del deco,Ninguna
quiero la facturacion,Ninguna
quiero terminar el plan contratado,Ninguna
Quiero terminar con el plan contratado,Ninguna
HOLA CONSULTO LO SIGUIENTE EL MES PASADO LLAME PORQUE LA CUENTA O FACTURA EMITIDA TUBO UN VALOR MUY ALTO Y PEDI ELIMINAR UNOS SERVICIOS,Ninguna
LA CUENTA A PAGAR ES DE 48 MIL Y FACCION ES MUCHO Y DESEO ELIMINAR EL SERVICIO,Ninguna
Es que compre un celular en extrejero y nesecito inscribirlo en chile,Ninguna
El tema que me cortaron netflix,Ninguna
hola necesito saber cuantas cuotas me quedan por pagar de mi equip,Ninguna
necesito saber la ultima deuda de tv cable e internet hogar,Ninguna
Necesito comunicarme con movistar desde celular de otra compañia,Ninguna
Tengo un problema con el servicio hogar me suspendieron el servicio y en la plataforma me dijeron q habia que ir a la compañia pero resulta que estaba cerrado,Ninguna
Necesito regularizar la cuenta Movistar,Ninguna
Necesito ayuda puedo pagar mi cuenta del celular en cuotas,Ninguna
Se puede pagar la deuda en cuotas,Ninguna
Hola buenas tardes necesito ver la posibilidad de hacer convenio de pago para el nro de celular 961977820 por favor gracias,Ninguna
cual es el numero de orden de la compra de mi equipo,Ninguna
Puedo pagar mi cuenta en cuotas me salio mucho este mes,Ninguna
buenas tardes estoy llamando al 107 y no me da la opcion para comunicarme con una operadora segun uds tengo una deuda de 101 983 con vencimiento el 21 11 2019 yo pago aprox 40 000 cambie la fecha,Ninguna
Necesito saber si puedo pagar en 2 cuotas mi deuda me salio mucho,Ninguna
Pago de cuenta,Ninguna
hola me estas pidiendo clave yo no tengo claves de movistar,Ninguna
Quiero saber el estado de cuenta mia del wifi,Ninguna
Mi nombre es Victor haro la semana pasada me llamaron de movistar y me hicieron una rebaja para cancelar mis cuentas pero resulta que el fin fin de semana intente pero pude salia deuda total,Ninguna
Buenas tardes mi hija tiene celular con un plan contratado con ustedes y necesito ver las opciones para que le sirva comunicarse en viaje a otro pais USA,Ninguna
pago,Ninguna
cual es el fono para consultas sobre pago internet hogar,Ninguna
necesito hacer un reclamo por no funcionamiento de linea telefonica fija,Ninguna
Necesito el numero de pin y puk de mi celular,Ninguna
Hola quiero que me expliquen porq cancele tanto en mi ultima boleta,Ninguna
hola soy cliente de plan,Ninguna
ACABO DE CANCELAR MI PLAN POR INTERNET USANDO PAGO ONLINE A MI CUENTA RUT QUE ES LA FORMA HABITUAL QUE L HAGO,Ninguna
EL PAGO SE REFLEJO EN EL BANCO PERO NO EN LA PAGINA DE MOVISTAR,Ninguna
Hola necesito realizar un bloqueo de telefono Me lo robaron tipo 15 hrs,Ninguna
Cuales son los pasos para poder dar de baja el servicio trio hogar q tengo porfavor,Ninguna
necesito preguntar por monto excesivo de deuda,Ninguna
necesito saber por que salio mas este mes mi consumo,Ninguna
Se puede abonar a un plan x esta pagina de Movistar,Ninguna
Como se entiende que si tengo INSCRITO en la web dice informado EL PAGO de ctas de Movistar en la cta cte del Banco a traves de PAT esto NUNCA FUNCIONE,Ninguna
Necesito un numero para poder comunicarme al servicio al cliente,Ninguna
quiero registrar un numero a un rut que ya tiene registrado un numero,Ninguna
como registrar un numero nuevo,Ninguna
Como se registra un numero nuevo,Ninguna
No necesito cambiar el titular de un numero Quiero registrar un numero nuevo,Ninguna
hola tengo problemas con los deco de movistar,Ninguna
quiero saber por que no funcionan los deco,Ninguna
NUMERO TELEFONICO PARA HABLAR CON UN SER HUMANO,Ninguna
Cual es mi numero de celular,Ninguna
numero de reclamos,Ninguna
Quiero saber si un numero que es chip puede mantenerse cambiando a microchip,Ninguna
Tengo un reclamo y me fdijieron que en 5 dias habies me daban la respuesta y hoy no tengo tv,Ninguna
No tengo Internet hogar y esta cancelado,Ninguna
No me llegan las cuentas con fechas de pago me cortan el servicio y pago y no me restituyen el servicio que puedo hacer cambiarme de compañia,Ninguna
Hola necesito dar de baja el servicio me ha sido imposible via telefonica lo he intentado todo el dia y en la sucursal virtual no aparece en pago y facturacion,Ninguna
Hola necesito dar de baja mi plan de internet fijo,Ninguna
Jaja si seguro,Ninguna
Queria saber cuantas cuotas me quedan,Ninguna
Pague una cuenta de celular hace 1 hora,Ninguna
El miercoles en el sencillito pague el abono de 27 880 y todavia esta el telefono inavilitado,Ninguna
HOLA SPY DE LA CIUDAD DE VALPARAISO Y EL DIA DE HOY MI TELEFONO RED FIJA AMANECIO CON DIFICULTADES Y ESTA INABILITADO PARA PODER HACER Y RECIBIR LLAMADA ESTA LINEA ES DE MI NEGOCIO,Ninguna
como entrar al router,Ninguna
Quiero saber por que me estan facturando dos veces el servicio de Netflix que pago en mi cuenta de movistar,Ninguna
Buenas noches Necesito las 3 ultimas boletas pagadas de este numero Gracias,Ninguna
Quiero cancelar las cuotas atrasadas de mi equipo como lo puedo hacer,Ninguna
Tengo plan en otra compañia y necesito sacar un movil ya que el mio no funciona,Ninguna
Que quiero ver si puedo sacar un iphone en su compañia y si se van pagando lo mensual del plan mas un aumento del celular,Ninguna
quiero poder recargar mi huawei movil wifi y no se el numero,Ninguna
como puedo consultar el numero de mi huawei movil wifi,Ninguna
Hice un pago de la cuenta y no me activo la cuenta,Ninguna
Tengo todos los canales bloqueados,Ninguna
